Country_x,ISO3,Year,GHG_Emissions,GDP_USD,Country_y,Unit,Population,GDPperCapita,GHGperCapita,Emission_Intensity,ln_GDPpc,ln_Emissions_pc,income_group
China,CHN,2013,12948607.991222,9743124247267.24,China (mainland),Persons,1379008040.0,7065.313591113827,0.009389798765221122,1.3289995757627576e-06,8.862952680703117,-4.6681314167454815,Upper-Middle
China,CHN,2014,13095197.441381,10674533168257.4,China (mainland),Persons,1387951972.0,7690.851977302714,0.009434906758705192,1.2267700362130936e-06,8.947786846649338,-4.6633389827006315,Upper-Middle
China,CHN,2015,12931041.648438,11280814787468.9,China (mainland),Persons,1396134174.0,8080.036287020147,0.009262033613424035,1.1462861408559093e-06,8.997151642472897,-4.681831641754602,Upper-Middle
China,CHN,2016,12913087.021679,11456024084962.0,China (mainland),Persons,1404052632.0,8159.25544660209,0.009197010658556994,1.1271874889499967e-06,9.00690819950618,-4.688876776145537,Upper-Middle
China,CHN,2017,13160593.47095,12537559062282.9,China (mainland),Persons,1412354727.0,8877.060997922303,0.009318192674516394,1.0496934375799985e-06,9.091225812501543,-4.675786588132671,Upper-Middle
China,CHN,2018,13740929.919565,14147765772963.8,China (mainland),Persons,1419008956.0,9970.1736998507,0.009683469481615449,9.712438090983766e-07,9.207353285055945,-4.63733502438761,Upper-Middle
China,CHN,2019,14052862.249566,14560167101283.4,China (mainland),Persons,1423520357.0,10228.281618654366,0.009871908175013194,9.651580336826846e-07,9.232911870120246,-4.618062113420996,Upper-Middle
China,CHN,2020,14230229.554452,14996414166715.1,China (mainland),Persons,1426106093.0,10515.637118671997,0.00997838072798417,9.489088122170122e-07,9.26061867771082,-4.607334453527989,Upper-Middle
China,CHN,2021,14866493.579587,18201698719564.0,China (mainland),Persons,1426437267.0,12760.251811034603,0.01042211524019794,8.167640728833637e-07,9.45409029111116,-4.563825265158632,Upper-Middle
China,CHN,2022,14857401.090352,18316765021690.2,China (mainland),Persons,1425179569.0,12852.250635716347,0.010424932698675251,8.111367412727238e-07,9.46127422173532,-4.563554967080676,Upper-Middle
China,CHN,2023,15411783.436584,18270356654533.2,China (mainland),Persons,1422584933.0,12843.069141751692,0.010833647312771026,8.435403713238441e-07,9.460559578412338,-4.52509849601722,Upper-Middle
China,CHN,2024,15536121.68298,18743803170827.2,China (mainland),Persons,1419321278.0,13206.17358547569,0.01094616273552407,8.288670949746407e-07,9.488439695108209,-4.514766319248317,Upper-Middle
France,FRA,1999,538165.86188857,1486915879701.93,France,Persons,60987091.0,24380.829702173036,0.008824258594143637,3.6193430256219456e-07,10.101552434538753,-4.730250691687037,High
France,FRA,2000,538061.29641245,1360959069477.49,France,Persons,61404918.0,22163.68189722996,0.008762511439433077,3.953545029234617e-07,10.006210277656757,-4.737272721123499,High
France,FRA,2001,542466.49469994,1370376677298.86,France,Persons,61843576.0,22158.75545907727,0.00877159003062727,3.958521067136022e-07,10.005987977690113,-4.736237185653264,High
France,FRA,2002,536079.28147557,1492427756382.43,France,Persons,62281563.0,23962.593173559726,0.008607351126938964,3.5919948498880733e-07,10.084249275653475,-4.755138658638727,High
France,FRA,2003,539647.65627094,1835095983049.09,France,Persons,62710292.0,29263.07507943178,0.008605408124569728,2.940705343239281e-07,10.284081764042856,-4.755364421672892,High
France,FRA,2004,541163.70652563,2109792297237.03,France,Persons,63156878.0,33405.58248045494,0.008568563292910551,2.5650093956373544e-07,10.416478305131818,-4.759655204193966,High
France,FRA,2005,541879.1571116,2192146403028.17,France,Persons,63617228.0,34458.376637035646,0.008517805225835996,2.471911348453111e-07,10.44750740035462,-4.765596573927571,High
France,FRA,2006,528198.12834364,2317861544690.82,France,Persons,64060149.0,36182.58122832059,0.008245346546784335,2.2788165650079695e-07,10.496333100470771,-4.798106292709609,High
France,FRA,2007,522875.74586897,2655816911866.56,France,Persons,64470141.0,41194.5261895202,0.008110355239784104,1.9687943981856894e-07,10.62606066703335,-4.814613609128045,High
France,FRA,2008,515523.6224921,2926802941585.86,France,Persons,64842856.0,45136.86043665103,0.007950353428172565,1.761388220461363e-07,10.717454496261315,-4.834538894930144,High
France,FRA,2009,501292.28583723,2700075882518.98,France,Persons,65186042.0,41421.07420050108,0.007690178302852472,1.8565859170208198e-07,10.631545068956624,-4.8678113094066635,High
France,FRA,2010,510805.10358267,2646230027988.34,France,Persons,65510017.0,40394.28089277308,0.007797358739544671,1.9303125509878038e-07,10.606443491868315,-4.853970225767649,High
France,FRA,2011,493171.44946944,2870408553990.28,France,Persons,65836675.0,43598.92953266975,0.007490831659852809,1.7181228392866265e-07,10.682787877032732,-4.89407545158864,High
France,FRA,2012,495353.34479169,2683007095787.23,France,Persons,66169170.0,40547.69155767301,0.007486165306164336,1.8462617768304738e-07,10.610234129628951,-4.894698587701982,High
France,FRA,2013,490001.05394072,2816077607875.26,France,Persons,66513021.0,42338.74158076897,0.007366994410624049,1.7400126067918542e-07,10.65345782248922,-4.910745469986235,High
France,FRA,2014,455854.09552049,2861236112552.42,France,Persons,66841142.0,42806.51148288909,0.006819962703816311,1.5932068434360587e-07,10.66444550744884,-4.987901275790354,High
France,FRA,2015,461670.68103406,2442483452642.5,France,Persons,67080971.0,36410.97342855249,0.006882289778334604,1.8901691249313597e-07,10.502625476009916,-4.978803865789648,High
France,FRA,2016,462962.19484381,2470407619777.13,France,Persons,67260373.0,36729.02051520187,0.006883134514341899,1.8740316016576104e-07,10.511322471297829,-4.978681132775337,High
France,FRA,2017,465770.39680646,2588868323334.71,France,Persons,67469032.0,38371.20893233966,0.006903469384390456,1.7991274125773348e-07,10.55506268997269,-4.975731184413228,High
France,FRA,2018,452349.0709987,2781576320884.39,France,Persons,67706406.0,41082.91201994078,0.006681037995115263,1.6262328220240154e-07,10.623347548091523,-5.008481915014815,High
France,FRA,2019,443901.4209685,2722793515171.76,France,Persons,67917133.0,40089.93599850217,0.006535926965122335,1.6303161385357485e-07,10.598880609189836,-5.030441095733757,High
France,FRA,2020,401586.36708789,2647926055110.05,France,Persons,68104157.0,38880.53492990229,0.0058966498489642855,1.5166071813557488e-07,10.56824901696487,-5.13337091155199,High
France,FRA,2021,430878.21946809,2966433692008.09,France,Persons,68291492.0,43437.82226939909,0.006309398240531778,1.4525125595388327e-07,10.67908582143126,-5.065714972977944,High
France,FRA,2022,417181.01989961,2794788137066.94,France,Persons,68486680.0,40807.76199206824,0.006091418359009519,1.4927107152294952e-07,10.61662758720162,-5.100874324704094,High
France,FRA,2023,390742.90511362,3056250648138.29,France,Persons,68655641.0,44515.65237207952,0.0056913445045778535,1.2785041218777011e-07,10.703596145007193,-5.168808766212146,High
France,FRA,2024,378120.19029289,3160442622465.08,France,Persons,68780449.0,45949.72362662361,0.0054974952299728375,1.196415298303894e-07,10.735303113111199,-5.203462703207797,High
Germany,DEU,1999,1037348.3446175,2213873468586.88,Germany,Persons,81678287.0,27104.79798121721,0.01270041748815692,4.685671332786881e-07,10.207466038474161,-4.366120412974677,High
Germany,DEU,2000,1033124.9977011,1966980701145.1,Germany,Persons,81797258.0,24047.024915494112,0.012630313325430785,5.252339268502505e-07,10.087766563744461,-4.371655534896511,High
Germany,DEU,2001,1041652.38895,1966381496641.73,Germany,Persons,81933885.0,23999.61257350033,0.012713328422666642,5.297305689302805e-07,10.085792966428967,-4.365104353739193,High
Germany,DEU,2002,1021946.0653117,2102350798305.89,Germany,Persons,82068326.0,25617.079094630124,0.012452381023486454,4.860968331903513e-07,10.15101456015459,-4.385843427490389,High
Germany,DEU,2003,1024375.599237,2534715518349.01,Germany,Persons,82111615.0,30869.147054883888,0.012475404353415775,4.041382915839914e-07,10.337512486887205,-4.383996224770387,High
Germany,DEU,2004,1007159.9480203,2852317768061.78,Germany,Persons,82092708.0,34745.080745317595,0.012268567727358928,3.531022943157873e-07,10.455793279686368,-4.40071475670935,High
Germany,DEU,2005,980816.68039396,2893393187361.87,Germany,Persons,82046731.0,35265.18548754697,0.011954366352438343,3.3898492768908683e-07,10.470651509448295,-4.4266586822002285,High
Germany,DEU,2006,987456.886714,3046308753670.58,Germany,Persons,81701971.0,37285.621342850834,0.012086084027446535,3.241486554913997e-07,10.526363044525935,-4.4157005686057,High
Germany,DEU,2007,959377.90169002,3484056680854.91,Germany,Persons,81298542.0,42855.09426300548,0.01180067782384117,2.753623116873661e-07,10.66557980291067,-4.439598306461883,High
Germany,DEU,2008,958307.95510982,3808197720125.0,Germany,Persons,81110777.0,46950.57624864079,0.011814804278225814,2.516434349102978e-07,10.756850758227559,-4.438401934013627,High
Germany,DEU,2009,892940.34222117,3478545516683.59,Germany,Persons,80935283.0,42979.34581489744,0.01103276975285513,2.5669934112936094e-07,10.66847494939424,-4.5068853663734965,High
Germany,DEU,2010,939306.20305091,3467093769666.67,Germany,Persons,80830924.0,42893.160168089504,0.011620629290974207,2.709203342778975e-07,10.666467655563466,-4.454973373174988,High
Germany,DEU,2011,910542.93550338,3823575803793.78,Germany,Persons,80857874.0,47287.61238260828,0.011261029884404085,2.3813910910303717e-07,10.764003645520186,-4.486407196474119,High
Germany,DEU,2012,921435.37497475,3596483233406.25,Germany,Persons,80916390.0,44446.906657677755,0.011387499800408174,2.5620455182883007e-07,10.702050647017137,-4.475239033923334,High
Germany,DEU,2013,938537.20711025,3807023797050.99,Germany,Persons,81041582.0,46976.17819270841,0.011580933934757716,2.4652780154336384e-07,10.757395905238203,-4.458395159419455,High
Germany,DEU,2014,899223.16491628,3964870735760.77,Germany,Persons,81376080.0,48722.80325816591,0.011050214816396661,2.2679759942885984e-07,10.793902438868217,-4.5053054108094495,High
Germany,DEU,2015,904244.34935403,3425099578746.09,Germany,Persons,82077550.0,41730.04163435787,0.011016951034162569,2.640052730043746e-07,10.638976571293172,-4.50832018920497,High
Germany,DEU,2016,906921.01336254,3536787895179.0,Germany,Persons,82760102.0,42735.42213830283,0.010958432764649566,2.564250501419e-07,10.662783413597495,-4.513646003613294,High
Germany,DEU,2017,890456.48529721,3765351626105.89,Germany,Persons,83104007.0,45308.90581612858,0.010714964505829545,2.3648694032278632e-07,10.721258888531118,-4.536113962630488,High
Germany,DEU,2018,859305.9440003,4055433215301.96,Germany,Persons,83368505.0,48644.667615209844,0.01030732102009386,2.1189004931901404e-07,10.7922974745197,-4.574900857580169,High
Germany,DEU,2019,806043.25378077,3959894794039.21,Germany,Persons,83559186.0,47390.29882410786,0.009646375130805726,2.0355168399779177e-07,10.766172820578129,-4.6411730683128045,High
Germany,DEU,2020,747026.78696051,3941398957073.94,Germany,Persons,83628708.0,47129.73632300932,0.00893265966706684,1.8953341062308904e-07,10.760659425228019,-4.718041093379909,High
Germany,DEU,2021,773688.59129479,4355251953410.78,Germany,Persons,83697083.0,52035.887002307834,0.009243913450302564,1.7764496740283467e-07,10.859688894189917,-4.683789949411047,High
Germany,DEU,2022,758387.18342957,4201021706478.62,Germany,Persons,84086227.0,49960.877736595554,0.009019160574651186,1.8052446200409312e-07,10.818995532872126,-4.708404011915457,High
Germany,DEU,2023,685658.35961194,4562207532490.28,Germany,Persons,84548231.0,53959.82244135043,0.008109671266947501,1.5029091831727205e-07,10.895995019755686,-4.814697945961494,High
Germany,DEU,2024,674358.32625518,4685592577804.69,Germany,Persons,84552242.0,55416.538544355695,0.00797564098010766,1.4392167373867847e-07,10.922633357865767,-4.831363259859809,High
India,IND,1999,1800687.346802,458821052615.79,India,Persons,1038225823.0,441.9279914363968,0.0017343889035613016,3.924596172159234e-06,6.091146953503289,-6.357100144593829,Low
India,IND,2000,1835559.6506481,468395521654.458,India,Persons,1057922733.0,442.75021893726336,0.0017350602207430778,3.918824083041123e-06,6.093005771156922,-6.356713156823666,Low
